Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,Los Angeles,United States,BP-110954,Bart Pistole,North America - US,3/23/2012,CA-2012-138219,Medium,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,4,33,Corporate,3/30/2012,Standard Class,2.16,California,Paper,12,7,North America - US - West,March,1,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DE-132554,Deanra Eno,North America - US,4/18/2012,CA-2012-142601,Medium,OFF-PA-10000483,Xerox 19,27.882,2,62,Home Office,4/20/2012,Second Class,8.38,California,Paper,16,2,North America - US - West,April,2,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AJ-107804,Anthony Jacobs,North America - US,5/18/2012,CA-2012-165554,Medium,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",5.3214,2,11,Corporate,5/22/2012,Standard Class,1,California,Paper,20,4,North America - US - West,May,2,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CG-120404,Catherine Glotzbach,North America - US,6/1/2012,CA-2012-161242,Medium,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.7624,2,12,Home Office,6/8/2012,Standard Class,0.82,California,Paper,22,7,North America - US - West,June,2,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MO-178004,Meg O'Connel,North America - US,9/17/2012,CA-2012-133025,Critical,OFF-PA-10004100,Xerox 216,15.552,5,32,Home Office,9/19/2012,Second Class,7.02,California,Paper,38,2,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RW-195404,Rick Wilson,North America - US,9/19/2012,CA-2012-132815,High,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,11.2504,2,23,Corporate,9/22/2012,Second Class,3.62,California,Paper,38,3,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,YC-218954,Yoseph Carroll,North America - US,11/12/2012,CA-2012-153220,High,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",7.065,5,16,Corporate,11/14/2012,First Class,3.41,California,Paper,46,2,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SN-207104,Steve Nguyen,North America - US,11/27/2012,CA-2012-125234,Medium,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",53.4954,3,114,Home Office,12/1/2012,Standard Class,9.19,California,Paper,48,4,North America - US - West,November,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DB-129703,Darren Budd,North America - US,12/14/2012,CA-2012-141593,High,OFF-PA-10004983,Xerox 23,3.1104,1,6,Corporate,12/16/2012,Second Class,1.31,California,Paper,50,2,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SM-203204,Sean Miller,North America - US,12/25/2012,CA-2012-144890,Medium,OFF-PA-10001526,Xerox 1949,4.8804,2,10,Home Office,12/29/2012,Standard Class,0.22,California,Paper,52,4,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-200504,Sample Company A,North America - US,1/31/2013,CA-2013-129238,Medium,OFF-PA-10002764,Staples,27.783,5,57,Home Office,2/4/2013,Standard Class,4.73,California,Paper,5,4,North America - US - West,January,1,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SM-209504,Suzanne McNair,North America - US,2/1/2013,CA-2013-154067,Medium,OFF-PA-10002254,Xerox 1883,48.5392,4,106,Corporate,2/7/2013,Standard Class,8.11,California,Paper,5,6,North America - US - West,February,1,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RD-198104,Ross DeVincentis,North America - US,2/13/2013,CA-2013-112942,Medium,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,73.41,3,147,Home Office,2/18/2013,Standard Class,8.08,California,Paper,7,5,North America - US - West,February,1,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,KF-162854,Karen Ferguson,North America - US,3/11/2013,CA-2013-159016,High,OFF-PA-10004405,Rediform Voice Mail Log Books,7.152,5,15,Home Office,3/12/2013,First Class,2.67,California,Paper,11,1,North America - US - West,March,1,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RS-194204,Ricardo Sperren,North America - US,5/10/2013,US-2013-159093,Medium,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",14.418,4,32,Corporate,5/15/2013,Standard Class,1.48,California,Paper,19,5,North America - US - West,May,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,NL-183104,Nancy Lomonaco,North America - US,5/31/2013,CA-2013-147473,Medium,OFF-PA-10004782,Xerox 228,18.6624,6,39,Home Office,6/4/2013,Standard Class,2.81,California,Paper,22,4,North America - US - West,May,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RB-197954,Ross Baird,North America - US,6/7/2013,US-2013-155971,Medium,OFF-PA-10000210,Xerox Blank Computer Paper,46.953,5,100,Home Office,6/13/2013,Standard Class,4.9,California,Paper,23,6,North America - US - West,June,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AH-100754,Adam Hart,North America - US,6/27/2013,CA-2013-144015,Critical,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",5.616,2,12,Corporate,6/27/2013,Same Day,2.73,California,Paper,26,0,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-202304,Scot Coram,North America - US,8/22/2013,US-2013-126452,Low,OFF-PA-10002606,Xerox 1928,21.384,9,48,Corporate,8/29/2013,Standard Class,3.43,California,Paper,34,7,North America - US - West,August,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-202304,Scot Coram,North America - US,8/22/2013,US-2013-126452,Low,OFF-PA-10003848,Xerox 1997,6.2208,2,13,Corporate,8/29/2013,Standard Class,1.16,California,Paper,34,7,North America - US - West,August,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JS-156854,Jim Sink,North America - US,9/18/2013,CA-2013-109806,Medium,OFF-PA-10000304,Xerox 1995,3.1104,1,6,Corporate,9/23/2013,Standard Class,0.52,California,Paper,38,5,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LA-167804,Laura Armstrong,North America - US,9/25/2013,CA-2013-155187,Medium,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",20.85,5,42,Corporate,9/27/2013,Second Class,5.31,California,Paper,39,2,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CW-119054,Carl Weiss,North America - US,11/5/2013,CA-2013-119018,High,OFF-PA-10000295,Xerox 229,18.6624,6,39,Home Office,11/9/2013,Standard Class,6.66,California,Paper,45,4,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TH-212354,Tiffany House,North America - US,11/22/2013,CA-2013-152646,Medium,OFF-PA-10004451,Xerox 222,15.552,5,32,Corporate,11/27/2013,Standard Class,1.97,California,Paper,47,5,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-107204,Anne Pryor,North America - US,12/7/2013,US-2013-103674,Medium,OFF-PA-10000743,Xerox 1977,6.4128,2,13,Home Office,12/11/2013,Standard Class,0.8,California,Paper,49,4,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,HG-149654,Henry Goldwyn,North America - US,12/19/2013,CA-2013-145919,High,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",18.6624,6,39,Corporate,12/24/2013,Standard Class,5.02,California,Paper,51,5,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GK-146204,Grace Kelly,North America - US,12/26/2013,US-2013-116729,Medium,OFF-PA-10002005,Xerox 225,21.7728,7,45,Corporate,12/29/2013,First Class,1.33,California,Paper,52,3,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BT-115304,Bradley Talbott,North America - US,2/27/2014,CA-2014-117212,Medium,OFF-PA-10001970,Xerox 1908,109.7208,4,224,Home Office,3/1/2014,Second Class,17.93,California,Paper,9,2,North America - US - West,February,1,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BT-115304,Bradley Talbott,North America - US,2/27/2014,CA-2014-117212,Medium,OFF-PA-10000682,Xerox 1924,11.3288,4,23,Home Office,3/1/2014,Second Class,2.6,California,Paper,9,2,North America - US - West,February,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,NS-186404,Noel Staavos,North America - US,4/16/2014,CA-2014-134635,Critical,OFF-PA-10002254,Xerox 1883,36.4044,3,79,Corporate,4/18/2014,Second Class,17.5,California,Paper,16,2,North America - US - West,April,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SM-209504,Suzanne McNair,North America - US,5/31/2014,CA-2014-120614,Medium,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.0096,4,38,Corporate,6/5/2014,Standard Class,1.63,California,Paper,22,5,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SS-201404,Saphhira Shifley,North America - US,6/4/2014,CA-2014-145772,High,OFF-PA-10001593,Xerox 1947,5.382,2,12,Corporate,6/8/2014,Standard Class,1.4,California,Paper,23,4,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RS-197654,Roland Schwarz,North America - US,10/16/2014,CA-2014-113670,Critical,OFF-PA-10000675,Xerox 1919,100.4255,5,205,Corporate,10/18/2014,First Class,35.32,California,Paper,42,2,North America - US - West,October,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AM-103604,Alice McCarthy,North America - US,12/3/2014,CA-2014-109701,High,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",5.3214,2,11,Corporate,12/4/2014,Same Day,1.77,California,Paper,49,1,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CS-122504,Chris Selesnick,North America - US,12/5/2014,CA-2014-153227,High,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.7624,2,12,Corporate,12/7/2014,First Class,2.14,California,Paper,49,2,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RB-194654,Rick Bensley,North America - US,12/17/2014,CA-2014-161578,High,OFF-PA-10002986,Xerox 1898,6.4128,2,13,Home Office,12/22/2014,Second Class,1.23,California,Paper,51,5,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,FH-142754,Frank Hawley,North America - US,4/6/2011,CA-2011-153808,High,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,18.447,3,71,Corporate,4/10/2011,Second Class,8.74,California,Art,15,4,North America - US - West,April,2,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JL-158354,John Lee,North America - US,4/18/2011,CA-2011-110849,High,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.5475,5,11,Consumer,4/23/2011,Standard Class,1.79,California,Art,17,5,North America - US - West,April,2,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JL-158354,John Lee,North America - US,4/18/2011,CA-2011-110849,High,OFF-AR-10002375,Newell 351,3.8048,4,13,Consumer,4/23/2011,Standard Class,0.6,California,Art,17,5,North America - US - West,April,2,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MH-172904,Marc Harrigan,North America - US,4/26/2011,CA-2011-116785,High,OFF-AR-10003504,Newell 347,6.206,5,21,Home Office,4/30/2011,Standard Class,3.37,California,Art,18,4,North America - US - West,April,2,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SN-207104,Steve Nguyen,North America - US,5/6/2011,US-2011-154879,Medium,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,30.2232,6,108,Home Office,5/11/2011,Standard Class,10.88,California,Art,19,5,North America - US - West,May,2,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
